_id,COUNTY,YEARS,STRATA,AGE GROUP,CURRENT PREVALENCE,95% CONFIDENCE INTERVAL,COUNTIES GROUPED,COMMENT
945,California,2019–2020,Child vs. adult,18+ years,9.1,(8.7–9.5),,
946,Alameda,2019–2020,Child vs. adult,18+ years,7.9,(6.0–9.9),,
947,Alpine,2019–2020,Child vs. adult,18+ years,7.9,(4.6–11.1),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
948,Amador,2019–2020,Child vs. adult,18+ years,7.9,(4.6–11.1),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
949,Butte,2019–2020,Child vs. adult,18+ years,9.5,(6.4–12.5),,
950,Calaveras,2019–2020,Child vs. adult,18+ years,7.9,(4.6–11.1),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
951,Colusa,2019–2020,Child vs. adult,18+ years,11.7,(8.1–15.4),"Colusa, Glenn, and Tehama counties combined combined for analysis",
952,Contra Costa,2019–2020,Child vs. adult,18+ years,10,(7.0–13.0),,
953,Del Norte,2019–2020,Child vs. adult,18+ years,9.7,(6.6–12.8),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",
954,El Dorado,2019–2020,Child vs. adult,18+ years,9.6,(6.1–13.1),,
955,Fresno,2019–2020,Child vs. adult,18+ years,13.7,(10.4–17.0),,
956,Glenn,2019–2020,Child vs. adult,18+ years,11.7,(8.1–15.4),"Colusa, Glenn, and Tehama counties combined combined for analysis",
957,Humboldt,2019–2020,Child vs. adult,18+ years,10.4,(7.5–13.3),,
958,Imperial,2019–2020,Child vs. adult,18+ years,11.9,(8.3–15.5),,
959,Inyo,2019–2020,Child vs. adult,18+ years,7.9,(4.6–11.1),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
960,Kern,2019–2020,Child vs. adult,18+ years,11.6,(8.8–14.4),,
961,Kings,2019–2020,Child vs. adult,18+ years,11.9,(7.6–16.3),,
962,Lake,2019–2020,Child vs. adult,18+ years,12.6,(7.6–17.6),,
963,Lassen,2019–2020,Child vs. adult,18+ years,9.7,(6.6–12.8),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",
964,Los Angeles,2019–2020,Child vs. adult,18+ years,8.8,(7.9–9.7),,
965,Madera,2019–2020,Child vs. adult,18+ years,14.2,(9.4–19.1),,
966,Marin,2019–2020,Child vs. adult,18+ years,10.5,(7.5–13.5),,
967,Mariposa,2019–2020,Child vs. adult,18+ years,7.9,(4.6–11.1),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
968,Mendocino,2019–2020,Child vs. adult,18+ years,11.4,(6.4–16.5),,
969,Merced,2019–2020,Child vs. adult,18+ years,16.6,(9.8–23.4),,
970,Modoc,2019–2020,Child vs. adult,18+ years,9.7,(6.6–12.8),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",
971,Mono,2019–2020,Child vs. adult,18+ years,7.9,(4.6–11.1),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
972,Monterey,2019–2020,Child vs. adult,18+ years,9.2,(5.4–12.9),,
973,Napa,2019–2020,Child vs. adult,18+ years,10.4,(5.2–15.6),,
974,Nevada,2019–2020,Child vs. adult,18+ years,7.5,(5.2–9.8),,
975,Orange,2019–2020,Child vs. adult,18+ years,7.8,(6.2–9.3),,
976,Placer,2019–2020,Child vs. adult,18+ years,10.9,(7.2–14.5),,
977,Plumas,2019–2020,Child vs. adult,18+ years,9.7,(6.6–12.8),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",
978,Riverside,2019–2020,Child vs. adult,18+ years,7.4,(6.0–8.8),,
979,Sacramento,2019–2020,Child vs. adult,18+ years,10.6,(7.7–13.5),,
980,San Benito,2019–2020,Child vs. adult,18+ years,10.9,(6.0–15.8),,
981,San Bernardino,2019–2020,Child vs. adult,18+ years,7.2,(5.6–8.8),,
982,San Diego,2019–2020,Child vs. adult,18+ years,7.6,(6.5–8.8),,
983,San Francisco,2019–2020,Child vs. adult,18+ years,8,(5.2–10.8),,
984,San Joaquin,2019–2020,Child vs. adult,18+ years,8.8,(5.8–11.8),,
985,San Luis Obispo,2019–2020,Child vs. adult,18+ years,7.5,(4.3–10.7),,
986,San Mateo,2019–2020,Child vs. adult,18+ years,11.6,(8.4–14.8),,
987,Santa Barbara,2019–2020,Child vs. adult,18+ years,5.2,(2.4–8.0),,
988,Santa Clara,2019–2020,Child vs. adult,18+ years,7.9,(6.4–9.4),,
989,Santa Cruz,2019–2020,Child vs. adult,18+ years,8.5,(4.6–12.5),,
990,Shasta,2019–2020,Child vs. adult,18+ years,12.8,(9.6–16.0),,
991,Sierra,2019–2020,Child vs. adult,18+ years,9.7,(6.6–12.8),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",
992,Siskiyou,2019–2020,Child vs. adult,18+ years,9.7,(6.6–12.8),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",
993,Solano,2019–2020,Child vs. adult,18+ years,19.2,(11.9–26.5),,
994,Sonoma,2019–2020,Child vs. adult,18+ years,13.2,(9.2–17.1),,
995,Stanislaus,2019–2020,Child vs. adult,18+ years,9.6,(6.5–12.6),,
996,Sutter,2019–2020,Child vs. adult,18+ years,10.6,(6.4–14.8),,
997,Tehama,2019–2020,Child vs. adult,18+ years,11.7,(8.1–15.4),"Colusa, Glenn, and Tehama counties combined combined for analysis",
998,Trinity,2019–2020,Child vs. adult,18+ years,9.7,(6.6–12.8),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",
999,Tulare,2019–2020,Child vs. adult,18+ years,16.5,(12.9–20.1),,
1000,Tuolumne,2019–2020,Child vs. adult,18+ years,7.9,(4.6–11.1),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
1001,Ventura,2019–2020,Child vs. adult,18+ years,7.1,(4.9–9.3),,
1002,Yolo,2019–2020,Child vs. adult,18+ years,18.2,(9.4–27.0),,
1003,Yuba,2019–2020,Child vs. adult,18+ years,12.5,(8.2–16.7),,
1004,California,2019–2020,Age groups,0–4 years,3.3,(2.2–4.3),,
1005,Alameda,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1006,Alpine,2019–2020,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
1007,Amador,2019–2020,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
1008,Butte,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1009,Calaveras,2019–2020,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
1010,Colusa,2019–2020,Age groups,0–4 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
1011,Contra Costa,2019–2020,Age groups,0–4 years,4.7,(0.3–9.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1012,Del Norte,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1013,El Dorado,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1014,Fresno,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1015,Glenn,2019–2020,Age groups,0–4 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
1016,Humboldt,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1017,Imperial,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1018,Inyo,2019–2020,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
1019,Kern,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1020,Kings,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1021,Lake,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1022,Lassen,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1023,Los Angeles,2019–2020,Age groups,0–4 years,5.6,(2.3–8.8),,
1024,Madera,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1025,Marin,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1026,Mariposa,2019–2020,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
1027,Mendocino,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1028,Merced,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1029,Modoc,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1030,Mono,2019–2020,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
1031,Monterey,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1032,Napa,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1033,Nevada,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1034,Orange,2019–2020,Age groups,0–4 years,2.5,(0.3–4.7),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1035,Placer,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1036,Plumas,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1037,Riverside,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1038,Sacramento,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1039,San Benito,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1040,San Bernardino,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1041,San Diego,2019–2020,Age groups,0–4 years,1.8,(0.4–3.2),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1042,San Francisco,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1043,San Joaquin,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1044,San Luis Obispo,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1045,San Mateo,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1046,Santa Barbara,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1047,Santa Clara,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1048,Santa Cruz,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1049,Shasta,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1050,Sierra,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1051,Siskiyou,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1052,Solano,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1053,Sonoma,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1054,Stanislaus,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1055,Sutter,2019–2020,Age groups,0–4 years,0.3,(0.1–0.4),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1056,Tehama,2019–2020,Age groups,0–4 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to unreliable estimate
1057,Trinity,2019–2020,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to unreliable estimate
1058,Tulare,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1059,Tuolumne,2019–2020,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
1060,Ventura,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1061,Yolo,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1062,Yuba,2019–2020,Age groups,0–4 years,,,,Prevalence not available due to unreliable estimate
1063,California,2019–2020,Age groups,5–17 years,8.9,(7.9–9.9),,
1064,Alameda,2019–2020,Age groups,5–17 years,7.4,(2.9–11.8),,Estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
1065,Alpine,2019–2020,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
1066,Amador,2019–2020,Age groups,5–17 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to unreliable estimate
1067,Butte,2019–2020,Age groups,5–17 years,33.4,(14.5–52.3),,
